id,movielens_id,title,original_title,overview,release_date,release_year,runtime,original_language,production_countries,poster_path,backdrop_path,trailer_url,adult
278,318,쇼생크 탈출,The Shawshank Redemption,"촉망받는 은행 간부 앤디 듀프레인은 아내와 그녀의 정부를 살해했다는 누명을 쓴다. 주변의 증언과 살해 현장의 그럴듯한 증거들로 그는 종신형을 선고받고 악질범들만 수용한다는 지옥같은 교도소 쇼생크로 향한다. 인간 말종 쓰레기들만 모인 그곳에서 그는 이루 말할 수 없는 억압과 짐승보다 못한 취급을 당한다. 그러던 어느 날, 간수의 세금을 면제받게 해 준 덕분에 그는 일약 교도소의 비공식 회계사로 일하게 된다. 그 와중에 교도소 소장은 죄수들을 이리저리 부리면서 검은 돈을 긁어 모으고 앤디는 이 돈을 세탁하여 불려주면서 그의 돈을 관리하는데...",1994-09-23,1994,142,en,"[""US""]",/qV9BQZdiM8foEzDz0Ag5hGWE5qM.jpg,/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg,https://www.youtube.com/watch?v=PLl99DlL6b4,false
24428,89745,어벤져스,The Avengers,"에너지원 큐브를 이용한 적의 등장으로 인류가 위험에 처하자 국제평화유지기구인 쉴드의 국장 닉 퓨리는 어벤져스 작전을 위해 전 세계에 흩어져 있던 슈퍼히어로들을 찾아나선다. 아이언맨부터 토르, 헐크, 캡틴 아메리카는 물론, 쉴드의 요원인 블랙 위도우, 호크 아이까지, 최고의 슈퍼히어로들이 어벤져스의 멤버로 모이게 되지만, 각기 개성이 강한 이들의 만남은 예상치 못한 방향으로 흘러가는데...",2012-04-25,2012,142,en,"[""US""]",/krgjV3rJtBcEpQehODKXNCt6uFL.jpg,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,https://www.youtube.com/watch?v=hIR8Ar-Z4hw,false
299536,122912,어벤져스: 인피니티 워,Avengers: Infinity War,"타노스는 6개의 인피니티 스톤을 획득해 신으로 군림하려 한다. 그것은 곧 인류의 절반을 학살해 우주의 균형을 맞추겠다는 뜻. 타노스는 닥터 스트레인지가 소유한 타임 스톤, 비전의 이마에 박혀 있는 마인드 스톤을 차지하기 위해 지구를 침략한다. 아이언맨과 스파이더맨은 가디언즈 오브 갤럭시의 멤버들과 타노스를 상대한다. 지구에선 캡틴 아메리카, 완다, 블랙 위도우, 블랙 팬서 등이 비전을 지키기 위해 뭉친다.",2018-04-25,2018,149,en,"[""US""]",/kmP6viwzcEkZeoi1LaVcQemcvZh.jpg,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,https://www.youtube.com/watch?v=QwievZ1Tx-8,false
502356,286131,슈퍼 마리오 브라더스,The Super Mario Bros. Movie,따단-딴-따단-딴 ♫ 전 세계를 열광시킬 올 타임 슈퍼 어드벤처의 등장! 뉴욕의 평범한 배관공 형제 '마리오'와 ‘루이지’는 배수관 고장으로 위기에 빠진 도시를 구하려다 미스터리한 초록색 파이프 안으로 빨려 들어가게 된다. 파이프를 통해 새로운 세상으로 차원 이동하게 된 형제. 형 '마리오'는 뛰어난 리더십을 지닌 '피치'가 통치하는 버섯왕국에 도착하지만 동생 '루이지'는 빌런 '쿠파'가 있는 다크랜드로 떨어지며 납치를 당하고 ‘마리오’는 동생을 구하기 위해 ‘피치’와 ‘키노피오’의 도움을 받아 '쿠파'에 맞서기로 결심한다. 그러나 슈퍼스타로 세상을 지배하려는 그의 강력한 힘 앞에 이들은 예기치 못한 위험에 빠지게 되는데...!,2023-04-05,2023,93,en,"[""JP"",""US""]",/jt1GlLLvkWL2m83VX8I1qsDR187.jpg,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,https://www.youtube.com/watch?v=RjNcTBXTk4I,false
238,858,대부,The Godfather,"시실리에서 이민온 뒤, 정치권까지 영향력을 미치는 거물로 자리잡은 돈 꼴레오네는 갖가지 고민을 호소하는 사람들의 문제를 해결해주며 대부라 불리운다. 한편 솔로소라는 인물은 꼴레오네가와 라이벌인 탓타리아 패밀리와 손잡고 새로운 마약 사업을 제안한다. 돈 꼴레오네가 마약 사업에 참여하지 않기로 하자, 돈 꼴레오네를 저격해 그는 중상을 입고 사경을 헤매게 된다. 그 뒤, 돈 꼴레오네의 아들 소니는 조직력을 총 동원해 다른 패밀리들과 피를 부르는 전쟁을 시작하는데... 가족의 사업과 상관없이 대학에 진학한 뒤 인텔리로 지내왔던 막내 아들 마이클은 아버지가 총격을 당한 뒤, 아버지를 구하기 위해 위험천만한 협상 자리에 나선다.",1972-03-14,1972,175,en,"[""US""]",/1yvBkSv4ZLS1GohlmMDmdpSgfYo.jpg,/tSPT36ZKlP2WVHJLM4cQPLSzv3b.jpg,https://www.youtube.com/watch?v=Ew9ngL1GZvs,false
27205,79132,인셉션,Inception,"타인의 꿈에 들어가 생각을 훔치는 특수 보안요원 코브. 그를 이용해 라이벌 기업의 정보를 빼내고자 하는 사이토는 코브에게 생각을 훔치는 것이 아닌, 생각을 심는 ‘인셉션’ 작전을 제안한다. 성공 조건으로 국제적인 수배자가 되어있는 코브의 신분을 바꿔주겠다는 거부할 수 없는 제안을 하고, 사랑하는 아이들에게 돌아가기 위해 그 제안을 받아들인다. 최강의 팀을 구성, 표적인 피셔에게 접근해서 ‘인셉션’ 작전을 실행하지만 예기치 못한 사건들과 마주하게 되는데… 꿈 VS 현실! 시간, 규칙, 타이밍 모든 것이 완벽해야만 하는, 단 한 번도 성공한 적 없는 ‘인셉션’ 작전이 시작된다!",2010-07-15,2010,148,en,"[""GB"",""US""]",/atSxEGstxXRoSKDQFBgqQ5lpGSt.jpg,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,https://www.youtube.com/watch?v=JE9z-gy4De4,false
603,2571,매트릭스,The Matrix,"인간의 기억마저 AI에 의해 입력되고 삭제되는 세상, 진짜보다 더 진짜 같은 가상 현실 매트릭스. 그 속에서 진정한 현실을 인식할 수 없게 재배되는 인간들. 그 매트릭스를 빠져 나오면서 AI에게 가장 위험한 인물이 된 모피어스는 몇 안 되는 동료들과 함께 기계와의 전쟁 전후의의 폐허를 떠돌며 인류를 구할 마지막 영웅을 찾아 헤맨다. 마침내 모피어스는 낮에는 평범한 회사원 앤더슨으로, 밤에는 해커로 활동하는 청년 네오를 그로 지목한다. 모피어스의 지시대로 그를 만나게 된 네오는 두개의 알약 중 하나를 고르는 선택을 하게 되는데...",1999-03-31,1999,136,en,"[""US""]",/fxBxoXFAYKWde6lKzXxSusn18Av.jpg,/tlm8UkiQsitc8rSuIAscQDCnP8d.jpg,https://www.youtube.com/watch?v=d0XTFAMmhrE,false
744275,240460,애프터: 관계의 함정,After We Fell,"영국 런던에서 미국 시애틀까지, 핫스팟에서 시작된 사랑의 클라이맥스! 첫사랑, 첫키스, 첫경험, 설렘 가득했던 처음을 뒤로 하고 꿈을 위해 잠시 서로를 떠나게 된 하딘과 테사. 각자 영국 런던과 미국 시애틀에서 롱디 연애를 앞둔 두 사람은 시간과 장소를 가리지 않고 달콤한 사랑을 속삭인다. 하지만 연애와 꿈의 갈림길에 선 둘은 서로에게 감춘 '누군가'의 존재와 예상치 못한 비밀까지 알게 되면서 사랑의 클라이맥스에 치닫게 되는데…",2021-09-01,2021,99,en,"[""FR"",""US"",""BG""]",/o0PgoBD6jLYId3LYpu9yUY06SLT.jpg,/mxdiaM2tsx8M6W3zLgiPwAkhQfq.jpg,https://www.youtube.com/watch?v=NYdNN6C9hfI,false
1010581,288135,나의 잘못,Culpa mía,노아는 남자 친구와 친구들이 있는 동네를 뒤로하고 엄마의 새 부자 남편 저택으로 이사를 가게 된다. 의붓오빠 닉과는 첫 만남부터 삐걱댔지만 곧 서로에게 이끌려 금지된 관계를 맺는다. 반항심과 고뇌로 가득 찬 그들의 인생은 송두리째 흔들리고 둘은 결국 뜨거운 사랑에 빠진다.,2023-06-08,2023,116,es,"[""ES""]",/duT8Vks5FXwDkpxoR84xb2a6VB6.jpg,/oz4U9eA6ilYf1tyiVuGmkftdLac.jpg,https://www.youtube.com/watch?v=xY-qRGC6Yu0,false
155,58559,다크 나이트,The Dark Knight,"범죄와 부정부패를 제거하여 고담시를 지키려는 배트맨. 그는 짐 고든 형사와 패기 넘치는 고담시 지방 검사 하비 덴트와 함께 도시를 범죄 조직으로부터 영원히 구원하고자 한다. 세 명의 의기투합으로 위기에 처한 악당들이 모인 자리에 보라색 양복을 입고 얼굴에 짙게 화장을 한 괴이한 존재가 나타나 배트맨을 죽이자는 사상 초유의 제안을 한다. 그는 바로 어떠한 룰도, 목적도 없는 사상 최악의 악당 미치광이 살인광대 조커. 배트맨을 죽이고 고담시를 끝장내버리기 위한 조커의 광기 어린 행각에 도시는 혼란에 빠지는데...",2008-07-16,2008,152,en,"[""GB"",""US""]",/9ICUbdveP56jRoMMVkXSOr3ceyV.jpg,/cfT29Im5VDvjE0RpyKOSdCKZal7.jpg,https://www.youtube.com/watch?v=_PZpmTj1Q8Q,false
496243,202439,기생충,기생충,"전원 백수로 살 길 막막하지만 사이는 좋은 기택 가족. 장남 기우에게 명문대생 친구가 연결시켜 준 고액 과외 자리는 모처럼 싹튼 고정수입의 희망이다. 온 가족의 도움과 기대 속에 박 사장 집으로 향하는 기우. 글로벌 IT기업의 CEO인 박 사장의 저택에 도착하자 젊고 아름다운 사모님 연교와 가정부 문광이 기우를 맞이한다. 큰 문제 없이 박 사장의 딸 다혜의 과외를 시작한 기우. 그러나 이렇게 시작된 두 가족의 만남 뒤로, 걷잡을 수 없는 사건이 기다리고  있는데.....",2019-05-30,2019,131,ko,"[""KR""]",/jjHccoFjbqlfr4VGLVLT7yek0Xn.jpg,/TU9NIjwzjoKPwQHoHshkFcQUCG.jpg,https://www.youtube.com/watch?v=bM9QabAojCg,false
11013,5617,세크리터리,Secretary,"사랑에도 액션(?)이 필요한 법, 그녀는 온몸으로 타이핑을 한다!그녀의 취미가 수상하다…리 할로웨이는 겉으론 봐선 그냥 평범한 이십대 여성. 하지만 이 조용한 아가씨에겐 비밀이 하나 있다. 자신의 몸에 생채기를 내야만 위로를 받는 오랜 습관이 있는 것. 잠시 요양원에서 지낸 리는 다시 가족의 품으로 돌아온다. 하지만 그녀의 일상은 여전히 무료하고 우울하다. 이웃에 사는 고등학교 동창인 피터와의 데이트도 시큰둥할 뿐…엉덩이에 찰싹~",2002-09-20,2002,111,en,"[""US""]",/sHoSvGWwbdFcF29vskvv2XvYgEk.jpg,/ifHgVh5c7B3mbq5CfkzwsyMRmpG.jpg,https://www.youtube.com/watch?v=00zGV6p-dKc,false
680,296,펄프 픽션,Pulp Fiction,"펌프킨와 허니 버니가 레스토랑에서 강도 행각을 벌이기 시작한다. 빈센트와 그 동료 쥴스는 두목의 금가방을 찾기 위해 다른 건달이 사는 아파트를 찾아간다. 마르셀러스는 부치에게 돈을 주며 상대 선수에게 져 주라고 하지만 부치는 상대 선수를 때려 눕히고 도망치다, 어릴 때 아버지에게 물려받은 시계를 찾기 위해 아파트로 향한다. 아무런 상관 없이 보이는 이 사건들이 서로 얽히고 섥히면서 예상치 못한 인과관계가 만들어지는데...",1994-09-10,1994,154,en,"[""US""]",/lnRkeQstaCvfMahZq7p9eAWzK1a.jpg,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,https://www.youtube.com/watch?v=tGpTpVyI_OQ,false
122,7153,반지의 제왕: 왕의 귀환,The Lord of the Rings: The Return of the King,"사우론이 인간들의 마지막 요새인 곤도르를 향해 야욕을 드러내고 있는 한편, 아라곤은 쇠락해가고 있는 곤도르의 재건을 위해 왕위 계승을 신중하게 결정지어야만 하는 상황. 이제 중간대륙의 미래는 그의 어깨에 달려있는 것. 사우론이 이끄는 어둠의 군대와의 마지막 전투를 위해 간달프는 곤도르에 흩어져 있던 병사들을 모으고, 로한의 왕 세오덴에게 도움을 받기도 하지만 사우론의 군대에 비하면 열세를 면치 못한다. 그러나 그들은 중간대륙을 사우론의 야욕으로부터 지키려는 사명감과, 마지막 반지 운반자에게 임무를 끝낼 기회를 주기 위해 어둠의 군대를 향해 돌진하게 되는데...",2003-12-17,2003,199,en,"[""NZ"",""US""]",/n8BPIRqvj1SdTRND828ANXhmSng.jpg,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,https://www.youtube.com/watch?v=zckJCxYxn1g,false
299534,122914,어벤져스: 엔드게임,Avengers: Endgame,"어벤져스의 패배 이후 지구는 초토화됐고 남은 절반의 사람들은 정신적 고통을 호소하며 하루하루를 근근이 버텨나간다. 와칸다에서 싸우다 생존한 히어로들과 우주의 타이탄 행성에서 싸우다 생존한 히어로들이 뿔뿔이 흩어졌는데, 아이언맨과 네뷸라는 우주를 떠돌고 있고 지구에 남아 있는 어벤져스 멤버들은 닉 퓨리가 마지막에 신호를 보내다 만 송신기만 들여다보며 혹시 모를 우주의 응답을 기다리는 중이다. 애초 히어로의 삶을 잠시 내려놓고 가족과 시간을 보내던 호크아이 역시 헤아릴 수 없는 마음의 상처를 입은 채 사라지고 마는데...",2019-04-24,2019,181,en,"[""US""]",/z7ilT5rNN9kDo8JZmgyhM6ej2xv.jpg,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,https://www.youtube.com/watch?v=AMSITikqKiM,false
361743,274053,탑건: 매버릭,Top Gun: Maverick,최고의 파일럿이자 전설적인 인물 매버릭은 자신이 졸업한 훈련학교 교관으로 발탁된다. 그의 명성을 모르던 팀원들은 매버릭의 지시를 무시하지만 실전을 방불케 하는 상공 훈련에서 눈으로 봐도 믿기 힘든 전설적인 조종 실력에 모두가 압도된다. 매버릭의 지휘 아래 견고한 팀워크를 쌓아가던 팀원들에게 국경을 뛰어넘는 위험한 임무가 주어지자 매버릭은 자신이 가르친 동료들과 함께 마지막이 될지 모를 하늘 위 비행에 나서는데...,2022-05-21,2022,131,en,"[""US""]",/jeqXUwNilvNqNXqAHsdwm5pEfae.jpg,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,https://www.youtube.com/watch?v=Klc__shdj88,false
129,5618,센과 치히로의 행방불명,千と千尋の神隠し,평범한 열 살 짜리 소녀 치히로 식구는 이사 가던 중 길을 잘못 들어 낡은 터널을 지나가게 된다. 터널 저편엔 폐허가 된 놀이공원이 있었고 그곳엔 이상한 기운이 흘렀다. 인기척 하나 없는 이 마을의 낯선 분위기에 불길한 기운을 느낀 치히로는 부모님에게 돌아가자고 조르지만 부모님은 호기심에 들떠 마을 곳곳을 돌아다니기 시작한다. 어느 음식점에 도착한 치히로의 부모님은 그 곳에 차려진 음식들을 보고 즐거워하며 허겁지겁 먹어대다가 돼지로 변해버린다. 겁에 질려 당황하는 치히로에게 낯선 소년 하쿠가 나타나 빨리 이곳을 나가라고 소리치는데...,2001-07-20,2001,124,ja,"[""JP""]",/u1L4qxIu5sC2P082uMHYt7Ifvnj.jpg,/dyJvKsNs2KP8qQnAXbRwDjblViy.jpg,https://www.youtube.com/watch?v=GAp2_0JJskk,false
634649,263007,스파이더맨: 노 웨이 홈,Spider-Man: No Way Home,미스테리오의 계략으로 세상에 정체가 탄로난 스파이더맨 피터 파커는 하루 아침에 평범한 일상을 잃게 된다. 문제를 해결하기 위해 닥터 스트레인지를 찾아가 도움을 청하지만 뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다. 닥터 옥토퍼스를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에 피터 파커는 사상 최악의 위기를 맞게 되는데…,2021-12-15,2021,148,en,"[""US""]",/fvqoI9r1GU2EFkc0xjZ6dKCuDVR.jpg,/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg,https://www.youtube.com/watch?v=1mTjfMFyPi8,false
120,4993,반지의 제왕: 반지 원정대,The Lord of the Rings: The Fellowship of the Ring,"호빗이라 불리우는 난장이 종족 중의 한 명인 프로도는 자신의 삼촌에게서 우연히 절대 반지를 물려받게 되고, 마법사 간달프를 통해서 절대반지가 사우론의 손에 들어가면 악의 세력이 세상을 지배하게 된다는 것을 알게 된다. 하지만 절대반지를 영원히 파괴할 수 있는 유일한 방법은 반지가 만들어진 불의 산의 용암에 그것을 던져 넣는 길 뿐이다. 마침내 프로도와 그의 친구들, 엘프족인 레골라스, 난장이족 김리, 두명의 인간 전사 아라곤과 보로미르, 그리고 마법사 간달프로 구성된 반지 원정대가 길고도 험난한 여정을 떠나게 되는데...",2001-12-18,2001,227,en,"[""NZ"",""US""]",/r18JdjImbWDRwkbVDIzWoLQqkCo.jpg,/a0lfia8tk8ifkrve0Tn8wkISUvs.jpg,https://www.youtube.com/watch?v=_nZdmwHrcnw,false
