source_movie_id,target_movie_id,score,co_rating_count
18,175,0.273471,1338
18,81,0.266896,3950
18,51608,0.264520,661
18,11621,0.261934,2389
18,63,0.259138,24113
18,165213,0.258849,192
18,4935,0.257556,7060
18,107,0.255774,16114
18,10515,0.254275,3976
18,8392,0.254004,6182
18,9323,0.253383,7198
18,961323,0.252787,33
18,315465,0.249260,267
18,2270,0.249204,5145
18,127533,0.247875,141
18,14784,0.247233,2072
18,17431,0.246737,8285
18,128,0.245270,9219
18,37265,0.244235,31
18,16859,0.241172,3310
18,290098,0.239193,1187
18,17809,0.239128,578
18,603,0.239047,35425
18,129,0.235512,13114
18,38142,0.235107,693
18,799876,0.232084,214
18,37797,0.231462,871
18,13398,0.229787,956
18,949423,0.229292,152
18,438631,0.228835,2222
18,8374,0.227599,7672
18,14756,0.223320,2362
18,447365,0.220528,253
18,137113,0.220219,8896
18,515001,0.218773,2126
18,14069,0.215027,1519
18,545611,0.214916,1525
19,42269,0.758866,38
19,18148,0.702117,693
19,803,0.683034,298
19,653,0.665745,2090
19,12493,0.649121,556
19,14537,0.645564,509
19,901,0.645411,1517
19,3082,0.643452,2026
19,548,0.640028,1936
19,10098,0.632985,865
19,914,0.627459,1904
19,1396,0.620008,545
19,25237,0.619368,547
19,11645,0.616081,1960
19,490,0.615428,2245
19,3782,0.608831,874
19,15916,0.607075,90
19,29259,0.606595,175
19,11878,0.604977,1679
19,149871,0.604238,256
19,5156,0.603665,1762
19,11953,0.585002,725
19,187022,0.573177,59
19,359364,0.565929,41
19,136,0.563622,818
19,11220,0.562275,326
19,346,0.561466,3322
19,975,0.554767,1715
19,599,0.549575,2448
19,758866,0.549133,119
19,15,0.547911,4273
19,965150,0.544354,73
19,843,0.539639,1219
19,265177,0.538456,201
19,30018,0.533906,287
19,503919,0.529130,453
19,1398,0.523258,1355
19,426,0.519863,3743
19,44154,0.519356,80
19,539,0.516615,4281
19,938,0.510995,1631
19,11104,0.509850,955
19,935,0.506890,5311
19,24128,0.500450,807
19,567,0.500365,3966
19,593,0.500353,1472
19,702,0.489378,1696
19,213,0.488755,3596
19,406,0.488422,853
19,10774,0.486805,1878
22,58,0.506623,19312
22,961323,0.421215,45
22,285,0.396175,13997
22,530254,0.310884,56
22,508965,0.288359,1162
22,808,0.278928,34785
22,122,0.269876,39258
22,51533,0.269175,63
22,121,0.267051,39236
22,476292,0.266635,53
22,161,0.265031,28070
22,120,0.264535,40045
22,1726,0.264323,23035
22,673,0.260683,22840
22,810693,0.259613,39
22,89,0.248773,23267
22,447365,0.247545,347
22,10528,0.246995,14651
22,532067,0.240279,30
22,10191,0.237196,13068
22,674,0.236616,19232
22,12445,0.233193,13812
22,672,0.232518,21845
22,221731,0.232406,94
22,12,0.232178,32364
22,671,0.231586,24067
22,493529,0.230427,363
22,768362,0.230351,81
22,568160,0.226375,337
22,315162,0.226068,588
22,585,0.225441,30107
22,24428,0.225418,16559
22,675,0.219852,15192
22,575264,0.219077,65
22,916224,0.218773,55
22,9056,0.218105,587
22,12444,0.214406,14184
22,767,0.213209,14483
22,1865,0.213147,7198
22,2493,0.211693,19463
22,8374,0.210128,8496
22,533444,0.209401,108
22,378064,0.207781,514
22,11362,0.207448,5964
22,557,0.206992,27871
22,8587,0.205455,21808
22,2270,0.202796,6907
22,85,0.200142,28686
22,9806,0.199694,28399
22,569094,0.198389,296
24,414419,0.863320,228
24,393,0.843780,34448
24,42269,0.507021,62
24,575264,0.474035,73
24,680,0.468379,36025
24,479718,0.464030,34
24,500,0.427925,23809
24,42506,0.414211,49
24,16869,0.401495,21515
24,965150,0.388391,250
24,961323,0.387917,42
24,476292,0.386925,48
24,437068,0.371934,170
24,10835,0.368878,1561
24,187,0.359589,21717
24,30018,0.355768,824
24,674324,0.353923,909
24,68718,0.353049,18841
24,283566,0.346201,85
24,11782,0.344716,1778
24,575813,0.342781,37
24,670,0.338124,12019
24,273248,0.334340,8282
24,803,0.333520,456
24,14537,0.325240,943
24,29259,0.325058,278
24,3176,0.322756,6036
24,11423,0.315990,2115
24,600,0.313193,17338
24,184,0.310406,9050
24,290098,0.309862,1884
24,449992,0.309018,123
24,165213,0.307419,239
24,550,0.305306,36146
24,694,0.305275,20255
24,185,0.305121,18960
24,627,0.303710,18071
24,311,0.303487,3320
24,11878,0.302947,2919
24,79224,0.302762,94
24,901563,0.302260,51
24,187022,0.299802,112
24,429,0.297602,11830
24,319,0.296999,7088
24,10494,0.296680,1932
24,938,0.295655,4482
24,598,0.295540,15179
24,335,0.293896,4515
24,496243,0.292252,6328
24,6977,0.291082,17930
25,136835,0.555976,32
25,221731,0.397242,30
25,724495,0.394978,49
25,426543,0.385668,31
25,628900,0.356915,30
25,441701,0.347585,49
25,491480,0.318313,38
25,454983,0.313954,49
25,616651,0.307428,62
25,985939,0.304554,43
25,353069,0.301119,32
25,610253,0.300754,53
25,517814,0.298950,77
25,527641,0.290232,47
25,152584,0.276740,335
25,276907,0.273570,333
25,303991,0.269406,240
25,787752,0.268381,50
25,48650,0.261130,42
25,201085,0.258075,286
25,399360,0.254569,88
25,139038,0.252544,42
25,407451,0.251118,84
25,43347,0.249607,432
25,491418,0.244182,125
25,454619,0.243771,59
25,533444,0.238903,44
25,1830,0.238350,2803
25,30421,0.238295,82
25,581392,0.236984,30
25,76758,0.236480,86
25,12162,0.235940,2318
25,504949,0.233756,199
25,525661,0.232808,154
25,14864,0.228350,72
25,7445,0.227791,385
25,244761,0.227040,63
25,142,0.226664,2012
25,231,0.225677,1643
25,644583,0.221360,78
25,101731,0.221137,36
25,480414,0.220691,37
25,205587,0.211671,352
25,16161,0.211190,86
25,57212,0.209930,360
25,121875,0.209683,63
25,407436,0.205427,68
25,77016,0.205391,995
25,111190,0.203717,47
25,597208,0.203171,157
27,464052,0.782290,36
27,59962,0.753239,40
27,3134,0.731601,78
27,292431,0.723144,64
27,14174,0.712124,47
27,11212,0.708529,32
27,11845,0.697068,53
27,22894,0.694200,41
27,291870,0.685261,30
27,71676,0.684124,33
27,166424,0.681937,40
27,9947,0.679178,59
27,7278,0.666715,41
27,74997,0.665000,35
27,37430,0.662902,33
27,53182,0.661557,48
27,38167,0.656655,34
27,282035,0.652395,38
27,7090,0.652061,65
27,37958,0.650256,41
27,76757,0.648617,65
27,57165,0.648418,39
27,9453,0.645014,81
27,58595,0.644930,67
27,49017,0.642814,39
27,37707,0.625607,60
27,216015,0.622016,52
27,10327,0.618378,67
27,314,0.616876,83
27,440,0.605915,67
27,62835,0.604598,42
27,86834,0.604308,69
27,10665,0.602871,50
27,50619,0.599976,52
27,268896,0.587021,30
27,10802,0.586714,104
27,10196,0.586556,44
27,47327,0.585615,35
27,14695,0.583525,33
27,7095,0.580478,57
27,2636,0.579346,72
27,320288,0.579255,35
27,47964,0.578785,50
27,1735,0.577942,51
27,5879,0.575771,81
27,4379,0.573103,36
27,98566,0.572497,45
27,14926,0.566292,33
27,109431,0.566167,45
27,9471,0.564005,118
28,12493,0.667142,922
28,803,0.664437,453
28,14537,0.658644,969
28,25237,0.646587,1127
28,29259,0.639311,281
28,11878,0.597206,3366
28,103,0.591114,18562
28,42269,0.590088,57
28,18148,0.578513,1011
28,975,0.576075,4183
28,548,0.568432,3901
28,3782,0.567143,1374
28,238,0.559021,24299
28,965150,0.553655,196
28,335,0.551552,5196
28,600,0.550441,18999
28,346,0.544280,9486
28,829,0.543040,12638
28,240,0.542926,19478
28,935,0.541255,17838
28,1398,0.538482,2475
28,11645,0.535535,4529
28,1578,0.530539,9365
28,79224,0.528309,65
28,599,0.524135,5361
28,5156,0.522056,3128
28,62,0.519398,18843
28,429,0.518414,13320
28,1396,0.517067,868
28,490,0.516498,4496
28,843,0.515480,2381
28,11778,0.515404,10465
28,15916,0.512248,159
28,7345,0.511937,7886
28,185,0.510569,18999
28,78,0.509068,21181
28,6977,0.508646,11569
28,510,0.508346,20240
28,598,0.505665,10462
28,406,0.505082,2049
28,11423,0.504232,1637
28,769,0.501328,19832
28,3082,0.497954,3483
28,414419,0.497030,124
28,680,0.495226,26893
28,901,0.494112,2492
28,694,0.492059,18871
28,938,0.491300,4833
28,613,0.490768,4130
28,311,0.485724,4388
33,14537,0.584114,656
33,79224,0.567091,63
33,414419,0.560681,83
33,283566,0.558348,37
33,11878,0.535928,2351
33,429,0.525963,9196
33,803,0.524296,308
33,29259,0.523273,207
33,12493,0.510072,686
33,975,0.507511,2720
33,10747,0.506941,2927
33,938,0.505713,4204
33,11423,0.498643,1020
33,335,0.497044,3985
33,613,0.494468,2400
33,548,0.485444,2502
33,301,0.483504,1257
33,6977,0.478861,5757
33,575264,0.478079,55
33,391,0.469355,5180
33,346,0.468791,5949
33,582,0.468636,2824
33,338766,0.465771,1399
33,3782,0.465547,965
33,530254,0.464236,30
33,238,0.462066,13082
33,240,0.460519,10970
33,18148,0.460490,678
33,569094,0.457141,101
33,965150,0.453858,105
33,359364,0.451434,46
33,25237,0.450343,649
33,496243,0.449149,1593
33,30018,0.448477,453
33,600354,0.447532,319
33,44264,0.444642,3275
33,599,0.444431,3640
33,769,0.436866,12107
33,598,0.435610,4936
33,44154,0.434416,74
33,314365,0.430843,1835
33,28,0.430262,10791
33,829,0.429513,8069
33,1578,0.424419,6150
33,19404,0.422538,43
33,1396,0.422230,506
33,903,0.418209,5855
33,103663,0.418057,1337
33,389,0.416140,6320
33,664280,0.414106,92
35,514593,0.487418,33
35,504253,0.392807,45
35,618344,0.347963,69
35,447277,0.332297,32
35,385687,0.329038,40
35,400157,0.319711,34
35,15767,0.310237,46
35,454640,0.297584,75
35,318256,0.291696,137
35,482321,0.289313,75
35,22582,0.280399,83
35,268531,0.275347,128
35,818397,0.268197,36
35,277217,0.254291,75
35,11620,0.243446,61
35,274862,0.236469,106
35,894205,0.235187,77
35,101731,0.230497,60
35,360920,0.229490,223
35,11836,0.223029,967
35,460458,0.222838,71
35,137116,0.221003,63
35,381890,0.220164,43
35,339984,0.219600,30
35,499701,0.212919,92
35,64328,0.210479,835
35,809,0.209818,7492
35,953,0.208443,4246
35,9473,0.208436,4636
35,41387,0.202499,31
35,50359,0.201838,222
35,27098,0.199961,39
35,260514,0.198546,379
35,463272,0.198203,271
35,118,0.197540,6035
35,417320,0.197048,30
35,41498,0.196929,34
35,7443,0.195498,5156
35,920,0.194963,4796
35,664413,0.187269,43
35,818,0.185822,4619
35,10974,0.183267,161
35,7518,0.179105,2269
35,533,0.178853,2993
35,446893,0.177765,70
35,438695,0.175500,101
35,638507,0.174850,31
35,98567,0.174677,90
35,9339,0.173989,3420
35,635302,0.173490,71
38,803,0.544090,480
38,42269,0.536632,60
38,29259,0.528641,294
38,283566,0.519370,78
38,569094,0.499884,267
38,12493,0.497617,922
38,492,0.483525,18484
38,47002,0.482446,36
38,25237,0.479773,1103
38,14537,0.479352,958
38,975,0.478011,2914
38,24128,0.469191,1036
38,11878,0.465575,2757
38,843,0.461971,2940
38,901563,0.458628,49
38,600354,0.458050,783
38,11104,0.455176,1900
38,77,0.447835,29499
38,599,0.447363,4124
38,505192,0.445385,1002
38,598,0.438440,15779
38,80,0.437935,5296
38,76,0.436136,4991
38,496243,0.435959,6472
38,582,0.434340,8302
38,2517,0.434130,580
38,194,0.433913,25675
38,965150,0.432773,280
38,81481,0.432692,62
38,406,0.431914,2122
38,10774,0.429851,3546
38,414419,0.428132,163
38,25538,0.427155,646
38,550,0.425935,34932
38,11645,0.421788,2759
38,914,0.421559,2802
38,346,0.421405,7313
38,284,0.420997,3047
38,545611,0.418763,2248
38,490,0.418650,3512
38,335,0.415795,4061
38,548,0.415228,3936
38,531428,0.414903,1150
38,655,0.414277,1716
38,331576,0.413849,33
38,3782,0.413055,1481
38,334,0.410845,8989
38,63,0.410403,18833
38,37165,0.410313,22455
38,46738,0.410141,1707
58,285,0.753224,12269
58,1865,0.536670,6277
58,22,0.506623,19312
58,810693,0.405973,36
58,779782,0.384282,40
58,166426,0.353216,2392
58,14174,0.334304,52
58,1894,0.330147,11301
58,776305,0.323753,42
58,217,0.314430,6650
58,504253,0.305891,50
58,1858,0.302955,8042
58,608,0.295782,9183
58,1893,0.290755,10638
58,605,0.284048,10945
58,16907,0.283138,30
58,16411,0.280963,35
58,163,0.280037,7330
58,2059,0.279915,7120
58,672,0.277207,13095
58,635302,0.273036,95
58,591,0.272851,7694
58,676,0.272779,5470
58,1895,0.271313,12014
58,559,0.270097,7045
58,7131,0.262825,4608
58,1734,0.262401,6587
58,12155,0.260733,5235
58,652,0.257536,7272
58,58574,0.256354,6518
58,787,0.254978,9113
58,122917,0.251866,5199
58,118,0.250435,9382
58,10138,0.247353,8538
58,674,0.246965,13046
58,4327,0.245434,7435
58,49051,0.244317,8062
58,57158,0.243652,6591
58,604,0.241778,12206
58,955,0.241240,7672
58,6637,0.238246,4264
58,414,0.237590,6109
58,8698,0.237538,4580
58,809,0.237331,12105
58,36669,0.235379,4147
58,41498,0.234028,39
58,675,0.232595,11006
58,564,0.231789,7908
58,1995,0.231045,5438
58,9679,0.229680,5259
59,2252,0.541869,3020
59,94047,0.485957,32
59,315465,0.443276,72
59,491480,0.435828,38
59,414419,0.428830,66
59,187022,0.403021,83
59,11220,0.392911,300
59,301,0.391290,517
59,803,0.385584,266
59,25538,0.384418,304
59,18148,0.378100,457
59,837,0.377416,1296
59,30421,0.371410,132
59,575264,0.364449,45
59,1398,0.358882,910
59,3175,0.358026,1059
59,8290,0.357190,42
59,758866,0.356180,154
59,975,0.354004,1246
59,599,0.353108,1465
59,10835,0.351301,689
59,1396,0.343702,385
59,12493,0.342957,428
59,11878,0.340615,1098
59,11644,0.335298,537
59,242582,0.335024,2264
59,335,0.334788,1686
59,793,0.331304,2311
59,938,0.321882,1573
59,338766,0.319427,1188
59,10747,0.318614,875
59,804095,0.317768,136
59,802,0.317653,909
59,10775,0.316809,1161
59,1091,0.316223,2560
59,11782,0.316049,770
59,19,0.315566,1279
59,262,0.314504,1013
59,805,0.312480,1967
59,311,0.310753,1446
59,1578,0.310746,2398
59,346,0.309533,2180
59,843,0.307625,1117
59,33,0.306442,2963
59,136,0.305507,595
59,829,0.304938,2900
59,10098,0.303938,513
59,454527,0.303904,59
59,548,0.303438,1399
59,391,0.302687,1788
62,803,0.647897,461
62,12493,0.628065,971
62,29259,0.618616,275
62,42269,0.618046,56
62,25237,0.602060,1141
62,18148,0.597073,1093
62,14537,0.593836,979
62,3782,0.570150,1467
62,1396,0.561570,955
62,975,0.560044,4136
62,1398,0.545478,2913
62,548,0.543663,4014
62,935,0.541500,19567
62,11878,0.537857,3410
62,15916,0.522104,203
62,28,0.519398,18843
62,490,0.512402,4855
62,25538,0.511048,704
62,185,0.505692,21613
62,5156,0.502163,3230
62,11645,0.499930,4537
62,11953,0.499360,1278
62,843,0.493730,2581
62,11423,0.491312,1627
62,3082,0.490656,3816
62,901,0.487712,2647
62,103,0.486251,17387
62,346,0.485016,9687
62,965150,0.484394,226
62,7345,0.482553,7677
62,503919,0.480907,1733
62,19,0.479589,5527
62,187022,0.477574,110
62,15,0.476561,13828
62,593,0.475736,2886
62,335,0.470283,4914
62,694,0.470259,19264
62,78,0.464652,24498
62,3175,0.463546,3259
62,18329,0.461654,464
62,758866,0.460677,326
62,599,0.460198,5664
62,406,0.459730,2004
62,262,0.458600,2068
62,149871,0.458489,591
62,505192,0.457415,785
62,829,0.453408,12329
62,21484,0.451102,505
62,18491,0.449661,991
62,42506,0.446708,47
63,42269,0.566499,51
63,575264,0.519423,59
63,965150,0.477262,174
63,8290,0.468138,98
63,550,0.462867,28856
63,68,0.442704,13078
63,77,0.439034,23908
63,42506,0.427387,45
63,17431,0.425702,8827
63,664280,0.424978,163
63,25237,0.417195,937
63,38,0.410403,18833
63,11878,0.408797,3183
63,803,0.407602,411
63,165213,0.407229,213
63,414419,0.402558,134
63,14537,0.401795,824
63,29259,0.399228,253
63,807,0.397074,34230
63,78,0.396829,25947
63,629,0.396692,33238
63,27945,0.395624,196
63,81,0.390583,3762
63,10515,0.390501,3780
63,598,0.389535,11628
63,582,0.384112,6016
63,406,0.381396,2332
63,335,0.380902,4582
63,12493,0.378070,808
63,670,0.375409,9201
63,496243,0.375134,3688
63,600,0.373697,18307
63,11621,0.373480,2266
63,44154,0.373062,91
63,935,0.372397,17122
63,128,0.371758,8896
63,548,0.371292,3562
63,101,0.370603,23387
63,680,0.369110,42067
63,569094,0.365640,184
63,11423,0.365480,1737
63,975,0.363908,3282
63,4909,0.363227,1467
63,492,0.363005,19500
63,500,0.362832,23501
63,283566,0.362455,67
63,33320,0.362382,720
63,11220,0.361872,589
63,73,0.361556,18934
63,13398,0.360221,946
65,136835,0.549923,36
65,491480,0.484332,55
65,16161,0.410354,190
65,739405,0.364033,48
65,663712,0.350865,31
65,17653,0.349668,120
65,44683,0.342766,38
65,24402,0.324701,46
65,787752,0.323086,67
65,47423,0.322732,77
65,899112,0.320412,69
65,11012,0.314994,69
65,619979,0.309493,39
65,638597,0.303658,34
65,441701,0.282132,77
65,718789,0.272235,104
65,587807,0.269614,43
65,13497,0.266373,612
65,13969,0.265373,168
65,9053,0.263234,155
65,48650,0.262327,70
65,6282,0.259404,2244
65,804150,0.250588,67
65,101731,0.247833,57
65,7451,0.247652,2904
65,514593,0.245498,34
65,9360,0.241977,1733
65,307081,0.241248,565
65,4234,0.237656,2032
65,454619,0.234294,86
65,619778,0.233671,120
65,2770,0.232476,4237
65,522162,0.230790,133
65,632727,0.230552,45
65,581726,0.229608,75
65,71672,0.227245,35
65,11011,0.226899,1078
65,57212,0.226262,421
65,713704,0.225811,51
65,5852,0.224980,381
65,776503,0.223039,207
65,3050,0.222287,1844
65,9471,0.219925,2429
65,401469,0.218754,257
65,8867,0.218295,252
65,3597,0.217376,2125
65,9889,0.216362,2735
65,9480,0.216079,2934
65,9383,0.213477,2278
65,9327,0.211633,3116
68,12493,0.555796,734
68,414419,0.550329,73
68,11878,0.540610,2594
68,25237,0.535283,831
68,29259,0.530645,237
68,569094,0.522604,109
68,14537,0.521536,724
68,3782,0.509661,1076
68,803,0.509070,363
68,935,0.501135,12276
68,11220,0.497094,478
68,33320,0.496896,550
68,548,0.489930,2953
68,965150,0.485754,134
68,18148,0.480259,807
68,44154,0.474229,95
68,1396,0.473977,710
68,81,0.473737,2516
68,798286,0.472303,44
68,1398,0.471515,2168
68,11645,0.470104,3541
68,705996,0.468855,122
68,78,0.468337,14924
68,490,0.463907,3472
68,346,0.462476,6280
68,42269,0.460123,51
68,42506,0.457774,43
68,406,0.454860,1515
68,5156,0.452483,2292
68,817758,0.452058,198
68,185,0.451870,12983
68,129,0.451666,6998
68,136,0.444072,1052
68,63,0.442704,13078
68,975,0.442046,2809
68,8392,0.441816,3646
68,2517,0.441171,356
68,262,0.440575,1652
68,2440,0.439105,410
68,843,0.438579,1850
68,10494,0.438147,1183
68,837,0.435810,2146
68,10515,0.435374,2433
68,674324,0.432248,412
68,15916,0.431436,142
68,583,0.430869,9851
68,901,0.429492,1826
68,4977,0.429018,1632
68,335,0.428102,3320
68,28,0.427350,10919
69,1677,0.435250,3168
69,522518,0.385871,44
69,664280,0.347294,101
69,5924,0.341852,1302
69,10734,0.340799,1190
69,184314,0.320988,76
69,921,0.319961,3031
69,9366,0.317757,2904
69,4909,0.315423,645
69,664767,0.315027,30
69,9289,0.306617,528
69,1440,0.305406,1038
69,11216,0.299521,1621
69,70,0.298786,5608
69,322,0.298451,4654
69,582,0.298351,2867
69,2440,0.298259,251
69,13681,0.296695,245
69,613,0.295344,2206
69,152532,0.294120,2642
69,21191,0.292287,362
69,314365,0.289804,2062
69,9008,0.289313,2252
69,45269,0.289083,4352
69,73,0.287080,6430
69,389015,0.285730,833
69,235,0.285005,4707
69,37257,0.280022,716
69,395834,0.276947,840
69,187022,0.275526,54
69,4133,0.275487,3470
69,595,0.275186,3252
69,967,0.272057,1375
69,1607,0.271707,1058
69,289,0.271389,4440
69,9277,0.271104,2902
69,453,0.270988,7640
69,278,0.270887,9415
69,510,0.270760,6245
69,5528,0.270267,566
69,606856,0.268873,95
69,746,0.268581,1320
69,334543,0.268014,745
